CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0321_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10321.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 32
CASTNO = 1
DATE = 20150419
TIME = 2344
LATITUDE = -3.0402
LONGITUDE = -151
DEPTH =  4576
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
     154.0,2,   21.1063,2,   35.6852,2,     159.7,2,        20,    0.0261,2
     155.0,2,   20.4598,2,   35.6492,2,     152.1,2,        24,    0.0253,2
     156.0,2,   19.9310,2,   35.6003,2,     139.2,2,        29,    0.0249,2
     157.0,2,   19.2424,2,   35.5270,2,     127.2,2,        27,    0.0249,2
     158.0,2,   18.2973,2,   35.4338,2,     117.6,2,        28,    0.0257,2
     159.0,2,   17.7071,2,   35.3683,2,     106.4,2,        36,    0.0245,2
     160.0,2,   17.3035,2,   35.3268,2,      92.3,2,        39,    0.0253,2
     161.0,2,   17.0534,2,   35.3047,2,      84.6,2,        26,    0.0257,2
     162.0,2,   16.8138,2,   35.2858,2,      82.5,2,        20,    0.0237,2
     163.0,2,   16.6245,2,   35.2641,2,      81.6,2,        17,    0.0241,2
     164.0,2,   16.3660,2,   35.2371,2,      80.5,2,        17,    0.0237,2
     165.0,2,   16.1673,2,   35.2191,2,      78.6,2,        17,    0.0237,2
     166.0,2,   15.9910,2,   35.2015,2,      75.5,2,        19,    0.0241,2
     167.0,2,   15.9042,2,   35.1946,2,      71.4,2,        24,    0.0237,2
     168.0,2,   15.7531,2,   35.1801,2,      66.5,2,        28,    0.0233,2
     169.0,2,   15.5518,2,   35.1608,2,      62.6,2,        26,    0.0233,2
     170.0,2,   15.3299,2,   35.1366,2,      59.8,2,        23,    0.0225,2
     171.0,2,   15.0595,2,   35.1106,2,      56.8,2,        25,    0.0229,2
     172.0,2,   14.8415,2,   35.0906,2,      52.6,2,        27,    0.0221,2
     173.0,2,   14.6854,2,   35.0758,2,      47.4,2,        28,    0.0213,2
     174.0,2,   14.4439,2,   35.0502,2,      43.2,2,        23,    0.0205,2
     175.0,2,   14.0104,2,   35.0110,2,      41.0,2,        21,    0.0209,2
     176.0,2,   13.6683,2,   34.9833,2,      39.5,2,        22,    0.0209,2
     177.0,2,   13.6087,2,   34.9776,2,      37.3,2,        29,    0.0201,2
     178.0,2,   13.5708,2,   34.9755,2,      34.9,2,        29,    0.0196,2
     179.0,2,   13.5204,2,   34.9726,2,      34.2,2,        25,    0.0196,2
     180.0,2,   13.4942,2,   34.9716,2,      34.7,2,        23,    0.0196,2
     181.0,2,   13.4628,2,   34.9701,2,      35.5,2,        25,    0.0192,2
     182.0,2,   13.4177,2,   34.9678,2,      36.0,2,        29,    0.0192,2
     183.0,2,   13.3720,2,   34.9648,2,      36.3,2,        24,    0.0188,2
     184.0,2,   13.3249,2,   34.9612,2,      35.8,2,        22,    0.0184,2
     185.0,2,   13.2905,2,   34.9602,2,      34.7,2,        22,    0.0184,2
     186.0,2,   13.2515,2,   34.9586,2,      32.9,2,        23,    0.0176,2
     187.0,2,   13.2288,2,   34.9576,2,      30.2,2,        21,    0.0168,2
     188.0,2,   13.2140,2,   34.9560,2,      27.0,2,        18,    0.0164,2
     189.0,2,   13.1393,2,   34.9487,2,      25.0,2,        17,    0.0156,2
     190.0,2,   13.0781,2,   34.9452,2,      24.4,2,        17,    0.0160,2
     191.0,2,   13.0580,2,   34.9434,2,      24.7,2,        19,    0.0164,2
     192.0,2,   13.0338,2,   34.9426,2,      25.8,2,        27,    0.0164,2
     193.0,2,   13.0098,2,   34.9420,2,      27.3,2,        51,    0.0164,2
     194.0,2,   13.0028,2,   34.9418,2,      26.9,2,        44,    0.0160,2
     195.0,2,   12.9836,2,   34.9399,2,      26.6,2,        29,    0.0156,2
     196.0,2,   12.9747,2,   34.9386,2,      27.0,2,        23,    0.0156,2
     197.0,2,   12.9733,2,   34.9381,2,      28.1,2,        18,    0.0156,2
     198.0,2,   12.9722,2,   34.9377,2,      29.8,2,        17,    0.0156,2
     199.0,2,   12.9703,2,   34.9370,2,      31.5,2,        16,    0.0160,2
     200.0,2,   12.9651,2,   34.9363,2,      32.8,2,        16,    0.0156,2
     201.0,2,   12.9554,2,   34.9355,2,      33.6,2,        17,    0.0156,2
     202.0,2,   12.9461,2,   34.9350,2,      34.0,2,        19,    0.0156,2
     203.0,2,   12.9425,2,   34.9346,2,      34.1,2,        19,    0.0156,2
     204.0,2,   12.9216,2,   34.9327,2,      34.1,2,        20,    0.0156,2
     205.0,2,   12.9016,2,   34.9320,2,      34.0,2,        22,    0.0160,2
     206.0,2,   12.8970,2,   34.9314,2,      33.5,2,        35,    0.0160,2
     207.0,2,   12.8943,2,   34.9309,2,      32.4,2,        52,    0.0160,2
     208.0,2,   12.8799,2,   34.9297,2,      31.5,2,        32,    0.0156,2
     209.0,2,   12.8499,2,   34.9278,2,      30.6,2,        28,    0.0156,2
     210.0,2,   12.8370,2,   34.9268,2,      29.5,2,        25,    0.0144,2
     211.0,2,   12.8356,2,   34.9265,2,      28.1,2,        20,    0.0144,2
     212.0,2,   12.8309,2,   34.9256,2,      26.6,2,        18,    0.0144,2
     213.0,2,   12.8244,2,   34.9252,2,      25.9,2,        18,    0.0144,2
     214.0,2,   12.8239,2,   34.9248,2,      25.8,2,        17,    0.0144,2
     215.0,2,   12.8237,2,   34.9249,2,      26.2,2,        18,    0.0144,2
     216.0,2,   12.8213,2,   34.9245,2,      26.7,2,        23,    0.0144,2
     217.0,2,   12.8111,2,   34.9239,2,      26.9,2,        25,    0.0144,2
     218.0,2,   12.8044,2,   34.9233,2,      26.8,2,        23,    0.0144,2
     219.0,2,   12.7918,2,   34.9222,2,      26.6,2,        22,    0.0148,2
     220.0,2,   12.7806,2,   34.9214,2,      26.2,2,        23,    0.0140,2
     221.0,2,   12.7692,2,   34.9205,2,      25.8,2,        27,    0.0140,2
     222.0,2,   12.7592,2,   34.9198,2,      25.3,2,        31,    0.0144,2
     223.0,2,   12.7552,2,   34.9196,2,      24.5,2,        30,    0.0140,2
     224.0,2,   12.7515,2,   34.9195,2,      23.5,2,        26,    0.0140,2
     225.0,2,   12.7509,2,   34.9195,2,      21.9,2,        27,    0.0136,2
     226.0,2,   12.7491,2,   34.9195,2,      19.8,2,        33,    0.0132,2
     227.0,2,   12.7429,2,   34.9191,2,      17.2,2,        33,    0.0132,2
     228.0,2,   12.7183,2,   34.9173,2,      15.7,2,        23,    0.0132,2
     229.0,2,   12.7025,2,   34.9163,2,      15.2,2,        18,    0.0140,2
     230.0,2,   12.6861,2,   34.9152,2,      15.1,2,        16,    0.0140,2
     231.0,2,   12.6733,2,   34.9144,2,      15.1,2,        16,    0.0132,2
     232.0,2,   12.6646,2,   34.9138,2,      15.2,2,        16,    0.0124,2
     233.0,2,   12.6576,2,   34.9129,2,      15.3,2,        19,    0.0124,2
     234.0,2,   12.6447,2,   34.9120,2,      15.3,2,        19,    0.0124,2
     235.0,2,   12.6264,2,   34.9108,2,      15.4,2,        21,    0.0124,2
     236.0,2,   12.6041,2,   34.9095,2,      15.7,2,        22,    0.0124,2
     237.0,2,   12.5944,2,   34.9089,2,      15.8,2,        27,    0.0124,2
     238.0,2,   12.5835,2,   34.9082,2,      16.0,2,        41,    0.0124,2
     239.0,2,   12.5785,2,   34.9080,2,      16.0,2,        43,    0.0124,2
     240.0,2,   12.5737,2,   34.9077,2,      16.0,2,        34,    0.0124,2
     241.0,2,   12.5590,2,   34.9068,2,      15.8,2,        26,    0.0124,2
     242.0,2,   12.5512,2,   34.9060,2,      15.9,2,        22,    0.0120,2
     243.0,2,   12.5281,2,   34.9040,2,      16.0,2,        20,    0.0116,2
     244.0,2,   12.5103,2,   34.9026,2,      16.5,2,        19,    0.0124,2
     245.0,2,   12.5055,2,   34.9021,2,      17.3,2,        18,    0.0124,2
     246.0,2,   12.4969,2,   34.9014,2,      18.4,2,        17,    0.0124,2
     247.0,2,   12.4901,2,   34.9009,2,      19.3,2,        16,    0.0124,2
     248.0,2,   12.4870,2,   34.9008,2,      19.8,2,        16,    0.0124,2
     249.0,2,   12.4864,2,   34.9009,2,      19.7,2,        15,    0.0124,2
     250.0,2,   12.4813,2,   34.9004,2,      19.4,2,        18,    0.0124,2
     251.0,2,   12.4676,2,   34.8996,2,      19.0,2,        24,    0.0124,2
     252.0,2,   12.4617,2,   34.8991,2,      18.3,2,        42,    0.0124,2
     253.0,2,   12.4602,2,   34.8982,2,      18.1,2,        30,    0.0124,2
     254.0,2,   12.4378,2,   34.8975,2,      18.1,2,        20,    0.0124,2
     255.0,2,   12.4281,2,   34.8969,2,      18.3,2,        18,    0.0124,2
     256.0,2,   12.4089,2,   34.8955,2,      18.6,2,        20,    0.0124,2
     257.0,2,   12.3912,2,   34.8944,2,      19.1,2,        23,    0.0124,2
     258.0,2,   12.3744,2,   34.8929,2,      19.4,2,        30,    0.0124,2
     259.0,2,   12.3586,2,   34.8917,2,      20.0,2,        28,    0.0124,2
     260.0,2,   12.3477,2,   34.8902,2,      20.5,2,        22,    0.0124,2
     261.0,2,   12.3216,2,   34.8880,2,      20.8,2,        18,    0.0128,2
     262.0,2,   12.3056,2,   34.8867,2,      21.1,2,        18,    0.0128,2
     263.0,2,   12.2865,2,   34.8855,2,      21.3,2,        18,    0.0132,2
     264.0,2,   12.2758,2,   34.8849,2,      21.5,2,        20,    0.0132,2
     265.0,2,   12.2708,2,   34.8845,2,      22.2,2,        23,    0.0132,2
     266.0,2,   12.2564,2,   34.8833,2,      23.1,2,        24,    0.0132,2
     267.0,2,   12.2331,2,   34.8820,2,      23.8,2,        26,    0.0132,2
     268.0,2,   12.2245,2,   34.8812,2,      24.6,2,        33,    0.0132,2
     269.0,2,   12.2182,2,   34.8808,2,      25.7,2,        34,    0.0136,2
     270.0,2,   12.2134,2,   34.8805,2,      26.6,2,        33,    0.0136,2
     271.0,2,   12.2083,2,   34.8802,2,      27.0,2,        26,    0.0132,2
     272.0,2,   12.2056,2,   34.8800,2,      26.8,2,        22,    0.0132,2
     273.0,2,   12.2029,2,   34.8797,2,      26.4,2,        20,    0.0136,2
     274.0,2,   12.1997,2,   34.8795,2,      26.1,2,        22,    0.0144,2
     275.0,2,   12.1925,2,   34.8790,2,      25.8,2,        22,    0.0136,2
     276.0,2,   12.1888,2,   34.8789,2,      25.6,2,        21,    0.0132,2
     277.0,2,   12.1874,2,   34.8787,2,      25.5,2,        18,    0.0144,2
     278.0,2,   12.1845,2,   34.8783,2,      25.4,2,        17,    0.0144,2
     279.0,2,   12.1815,2,   34.8783,2,      25.4,2,        17,    0.0136,2
     280.0,2,   12.1784,2,   34.8781,2,      25.2,2,        22,    0.0140,2
     281.0,2,   12.1751,2,   34.8780,2,      24.9,2,        33,    0.0136,2
     282.0,2,   12.1740,2,   34.8779,2,      24.5,2,        39,    0.0136,2
     283.0,2,   12.1734,2,   34.8779,2,      24.2,2,        29,    0.0136,2
